,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
0,-0.21645300591763142,-1.4337270363293333,-1.0724933807176567,0.48503356200829706,-0.16898350698331366,0.18724705937122726,-0.08703397723051974,-0.2238936171711184
1,2.5989326623034206,0.3232511685203839,-1.0941714098379745,0.6526664680016053,-0.5935886621991493,0.9566855631092758,-0.42693386775981146,-0.24049274016148
2,0.3398644964878715,-1.217567441470554,0.04203460887286046,0.514443564492864,0.2765615518362591,-0.39464584285991194,-0.26021827407465403,0.558991042200857
3,0.4789954900710864,-1.3524682940704273,-1.5022964936637893,-0.27620968342151886,-0.44813336289597455,0.19986158509402688,0.09492149899189986,0.056559727739647896
4,1.666812628830286,-0.6817003594523982,1.8997220159965327,-0.2401135794126329,-1.2417292144337606,-0.818670076213549,0.26406184177688896,-0.013000065767650804
5,1.1443894299703496,1.6430611253303058,1.280024301101501,0.49723624955411894,0.23641179163112197,-0.30316817556020564,-0.3215094757517894,-0.08002857594096713
6,-1.1756190771683537,0.7811807104511037,1.4520719831603957,-0.8529349200087804,-0.32610729161961577,0.7770802562132945,-0.3087736494246392,-0.16900876526643158
7,-2.234472124406143,-0.1616385515308923,-0.6197734201194594,0.009355168760005918,-0.2269649405852806,0.16424222280759732,-0.31812190967455134,0.19660053396470256
8,0.07453922196857515,5.472850670904721,1.396393652775644,3.231245255198986,-0.37929853353465415,0.8305888632749845,0.39235850795500504,0.044914406792388895
9,-1.538374724623913,-3.7816833580525993,4.95788717271138,0.2924828662367768,0.9808655815996596,0.07317741830499548,0.6047200924337109,0.3620559955975909
10,2.31761180152551,-0.8753916440743086,0.5809067100892322,0.4283803375922874,0.17053449917437102,-0.1323202716539022,-0.40228964115105015,-0.3097434611319983
11,-1.3965634457859304,-0.23245680814633637,-0.7718355230206924,-0.5904468355233109,-1.3925549865024243,-0.2850931729358173,-0.5060571095274574,0.6619580457114818
12,1.4306226829421027,-0.04136275397330574,-1.0068371538861594,-0.8535175776424595,0.01585559431304382,-0.10492711911832839,-0.07998261701984413,0.18479124506438754
13,0.17073401222239795,0.43566529514206453,0.2821371593523493,0.1270660561166006,-0.2272601735196089,-0.3587529471592913,-0.11980568642384015,-0.12422116915200164
14,0.6629508088936346,-0.05418553368959993,-0.5771453307265123,-0.37050949280506573,0.07528819031202663,-0.34493650459755376,0.5680423260763456,-0.24272529986752706
