,PC1,PC2
0,0.15200958534737752,1.0311927915620065
1,3.2792002005891803,-2.4289745010573456
2,0.9328368628203235,0.9082545453584195
3,0.29952240300170807,1.10414745009591
4,3.1578154367091096,1.185153587296467
5,0.9434763800231756,-1.6202711220936115
6,-1.6113219896439372,-0.25179862058367364
7,-1.2997849261614645,-0.15763535090871586
8,-1.927577968595336,-3.107506194230156
9,0.024800894464726275,5.7413859442940405
10,2.8293060958206504,0.28768237756638554
11,-1.1455924295747892,-0.36681900303025833
12,1.2149252815573568,-0.6832644393491161
13,0.559895981376957,-0.38142028586934074
14,0.5529185223175943,0.02095761476511778
15,-1.5465987885357064,-0.7338141791565521
16,0.036376042037284305,-1.3465027141381827
17,0.24220375814973383,0.9734665815942579
18,1.4169978045448361,0.22777861867533514
19,-3.2428073515520164,0.9355529084515624
20,-0.2569716059257457,-1.3370312624363723
21,-1.8851059441201012,-0.7658619962884017
22,-0.6436845245350814,1.0326526699154697
23,-0.8929895778453006,-1.7287324486637263
24,1.4872125155175635,0.7811744774145298
25,-0.2234913493966192,0.30505341899884625
26,-1.4744171338726573,0.4119290131361257
27,-0.44318005421987133,-1.7454322321634363
28,1.6508252953670055,0.1617571342572818
29,-2.0928495259829036,-1.049484486987713
30,0.004642437804715168,0.7638088620466725
31,0.8138862677726556,0.4519161416175885
32,-0.15807356124534394,0.0701148059966575
33,0.9671740199775869,1.2770321848039754
34,-1.3992850009264735,-1.5289081380686766
35,-0.6109547602455909,0.9007993354320014
36,1.0492025250749468,0.33357881025096797
37,-0.6014980548352535,0.5256183023300516
38,-1.347700860081455,2.050411917980147
39,-1.701234114190883,-0.2882901383049969
40,0.5058965719105653,1.3706371466488412
41,-1.0106986690726938,-1.1405692630699862
42,0.10861401001620247,0.9401106489149033
43,4.755365023849796,0.9935385559057477
44,4.126034660793244,-3.3763049980558137
45,-3.294303021571333,-0.7984926602630292
46,0.5221437612096634,-0.3776418323779445
47,0.4365090378678153,-0.28565704425434274
48,-1.7331232495969362,2.7264708388284027
49,-1.2777454404431903,-0.6802423660859077
50,-0.2488014737510902,-1.331521406700412
